id,sentence,tags
1015,Verschillende dammen en dijken moeten Nederland ook in de toekomst tegen dit hoge water beschermen.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Verb:Cluster:Auxiliary/Modal"
1016,00:00 Het gaat zo regenen Barbara en Jaïr zijn collega's.,Syntax:Connectivity:Coordinate
1017,Ze komen elkaar in de tram tegen.,Syntax:Declarative
1018,Barbara Goedemorgen.,Syntax:Declarative
1019,"Jaïr Hé, ben je ook met de tram vandaag?",Syntax:Interrogative
1020,"Barbara Ja, dit is echt geen weer om te fietsen.","Syntax:Declarative, Verb:Cluster:Te-Infinitive, Modality:Negation:Geen"
1021,Wat een regen.,Syntax:Declarative
1022,"Jaïr Nee, heb je vannacht die storm ook gehoord?","Syntax:Interrogative, Verb:Tense:Perfectum"
1023,Het waaide zo hard en het onweerde ook.,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
1024,Ik vond het een beetje eng.,Syntax:Declarative
1025,"Barbara Ja, vreselijk.",Syntax:Declarative
1026,Ik ben gisteren op de fiets helemaal nat geworden.,"Syntax:Declarative, Verb:Tense:Perfectum"
1027,"Ik fietste precies in die bui, toen ik naar huis ging.","Syntax:Declarative, Syntax:Connectivity:Subordinate"
1028,"Wat voor weer wordt het vanmiddag, weet je dat?","Syntax:Interrogative, Syntax:Connectivity:Subordinate"
1029,"Jaïr Ja, ze zeggen dat het de hele dag blijft regenen en waaien.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Syntax:Connectivity:Subordinate"
1030,Ze voorspellen voor vanmiddag ook hagel.,Syntax:Declarative
1031,Barbara Jaïr Barbara Jaïr Echt waar?,Syntax:Interrogative
1032,Een beetje regen vind ik niet zo erg.,"Syntax:Declarative, Modality:Negation:Niet"
1033,Maar ik heb zo'n hekel aan die harde wind.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Modality:Particle:Maar"
1034,De regen waait dan zo in je gezicht.,Syntax:Declarative
1035,Je haar en je kleren worden helemaal nat.,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
1036,Dan word ik zo chagrijnig.,Syntax:Declarative
1037,"Ja, je hebt met dit weer niets aan een paraplu en een regenjas, je wordt toch nat.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Modality:Particle:Toch"
1038,Ja en dan zit je de hele dag achter je bureau met een natte spijkerbroek.,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
1039,Want je kleren drogen niet zo snel.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Modality:Negation:Niet"
1040,"Klopt, gelukkig kunnen we met het ov.","Syntax:Declarative, Verb:Cluster:Auxiliary/Modal"
1041,En komen we droog op kantoor aan.,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
1042,"Barbara Ja, maar ik kan niet wachten tot het écht zomer is. 00:00 Ivan praat met zijn zoon Jarek.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Verb:Cluster:Auxiliary/Modal, Modality:Particle:Maar, Modality:Negation:Niet"
1043,"Ivan Hé Jarek, zet de tv eens uit.",Syntax:Declarative
1044,Je moet zo naar hockey.,"Syntax:Declarative, Verb:Cluster:Auxiliary/Modal"
1045,De wedstrijd begint om twaalf uur.,Syntax:Declarative
1046,"Jarek Pap, ik heb echt geen zin en de wedstrijd gaat vast niet door.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Modality:Negation:Niet, Modality:Negation:Geen"
1047,Het is ijskoud buiten en het gaat zo regenen.,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
1048,"Ivan Kom op, natuurlijk gaat het wel door.","Syntax:Declarative, Modality:Particle:Wel"
1049,Het is droog en het is prima weer om buiten te sporten.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Verb:Cluster:Om-Te"
1050,Het is 10 graden.,Syntax:Declarative
1051,"Jarek Ja, maar in de app staat dat het zo gaat regenen.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Syntax:Connectivity:Subordinate, Modality:Particle:Maar"
1052,"Kijk dan naar de grijze wolken buiten, het is helemaal bewolkt.","Syntax:Declarative, Verb:Tense:Perfectum"
1053,"Ivan Ach, het is maar een beetje regen hoor, het sneeuwt niet.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Modality:Particle:Maar, Modality:Particle:Hoor, Modality:Negation:Niet"
1054,"Kom op Jarek, je gaat echt niet dood van wat regen.","Syntax:Declarative, Modality:Negation:Niet"
1055,Jarek Maar het is echt weer om binnen te blijven.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Verb:Cluster:Om-Te, Modality:Particle:Maar"
1056,"Ik wilde dat het zomer was, lekker 25 graden.","Syntax:Declarative, Syntax:Connectivity:Subordinate"
1057,Dat is pas lekker weer voor een hockeywedstrijd.,"Syntax:Declarative, Syntax:Connectivity:Subordinate"
1058,"Ivan Nee joh, met die hitte moet je niet sporten.","Syntax:Declarative, Verb:Cluster:Auxiliary/Modal, Modality:Negation:Niet"
1059,Dat is veel te warm.,"Syntax:Declarative, Syntax:Connectivity:Subordinate"
1060,Dit is de ideale temperatuur.,Syntax:Declarative
1061,Trek gewoon een lange broek aan en een paar handschoenen.,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
1062,Zet een muts op je hoofd.,Syntax:Declarative
1063,"O, kijk!",Syntax:Exclamatory
1064,In de app staat dat de zon vanmiddag gaat schijnen.,"Syntax:Declarative, Syntax:Connectivity:Subordinate"
1065,Het wordt 15 graden.,Syntax:Declarative
1066,"Niet zo zeuren dus en schiet op, want je komt te laat.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Modality:Negation:Niet"
1067,Jarek Oké...,Syntax:Declarative
1068,"Contact Inloggen Mijn blog Q in f Thema's Over mij In het land waar ik vandaan kom, heb je veel meer natuur dan in Nederland.",Syntax:Declarative
1069,"Er zijn veel bergen, maar ik ben in een stad opgegroeid.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Syntax:InfoStructure:Er-Presentative, Verb:Tense:Perfectum, Modality:Particle:Maar"
1070,Het was toen al een vieze stad met veel verkeer en twee miljoen inwoners.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Syntax:Connectivity:Subordinate"
1071,Ik hield niet van die stad.,"Syntax:Declarative, Modality:Negation:Niet"
1072,Ik voelde me thuis in de natuur.,Syntax:Declarative
1073,In de stad kon je de bergen zien.,Syntax:Declarative
1074,In de winter zag je de sneeuw op de toppen liggen.,Syntax:Declarative
1075,In de winter gingen we daar skiën.,Syntax:Declarative
1076,Van de stad was het ongeveer een uur rijden naar de bergen.,Syntax:Declarative
1077,Dat deden we vroeger vaak.,"Syntax:Declarative, Syntax:Connectivity:Subordinate"
1078,In de zomervakanties ging ik met mijn ouders vaak in de bergen wandelen.,Syntax:Declarative
1079,We liepen dan urenlang omhoog.,Syntax:Declarative
1080,Helemaal boven had je een prachtig uitzicht.,Syntax:Declarative
1081,Onderweg kwamen we langs verschillende meren en rivieren.,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
1082,Daar kon je zwemmen.,Syntax:Declarative
1083,En het was toegestaan om in de natuur te kamperen of vuur te maken.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Verb:Cluster:Om-Te"
1084,Nu mis ik die wilde natuur in mijn omgeving.,Syntax:Declarative
1085,Nederland is een mooi en groen land.,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
1086,De steden zijn hier gelukkig schoon en niet zo druk.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Modality:Negation:Niet"
1087,"Ik hou van de groene weilanden met koeien, schapen en boerderijen.","Syntax:Declarative, Syntax:Connectivity:Coordinate"
1088,Maar kun je dat wel natuur noemen?,"Syntax:Interrogative, Syntax:Connectivity:Coordinate, Syntax:Connectivity:Subordinate, Modality:Particle:Maar, Modality:Particle:Wel"
1089,Eigenlijk hebben mensen bijna alle natuurgebieden in Nederland zelf gemaakt.,"Syntax:Declarative, Verb:Tense:Perfectum"
1090,De bossen zijn niet zo oud.,"Syntax:Declarative, Modality:Negation:Niet"
1091,En de dieren in die gebieden zijn daar meestal niet vanzelf gekomen.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Verb:Tense:Perfectum, Modality:Negation:Niet"
1092,Om die natuurgebieden staat een hek heen en er zijn zo veel regels.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Syntax:InfoStructure:Er-Presentative"
1093,Je mag alleen op de paden lopen.,"Syntax:Declarative, Verb:Cluster:Auxiliary/Modal"
1094,"Net als in een park, eigenlijk.","Syntax:Declarative, Syntax:Connectivity:Subordinate"
1095,"Soms moet je ook betalen, als je in een natuurgebied wil wandelen of fietsen.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Syntax:Connectivity:Subordinate, Verb:Cluster:Auxiliary/Modal"
1096,Belachelijk toch?,"Syntax:Interrogative, Modality:Particle:Toch"
1097,Ik was in de herfst met mijn vriendin in de bossen bij de Veluwe.,Syntax:Declarative
1098,"Ik vond het prachtig, al die verschillende kleuren.",Syntax:Declarative
1099,"Maar het landschap is erg plat, vind ik.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Modality:Particle:Maar"
1100,Later hoorde ik dat dit geen origineel bos is.,"Syntax:Declarative, Syntax:Connectivity:Subordinate, Modality:Negation:Geen"
1101,Mensen hebben een groot deel van het bos zo gemaakt.,"Syntax:Declarative, Verb:Tense:Perfectum"
1102,Toen was ik wel teleurgesteld.,"Syntax:Declarative, Syntax:Connectivity:Subordinate, Modality:Particle:Wel"
1103,"Het mooiste stuk natuur in Nederland vind ik de stranden, vooral in de winter.",Syntax:Declarative
1104,Die lange rijen duinen en de zee.,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
1105,"Als het stormt, waait het zand overal naartoe.","Syntax:Declarative, Syntax:Connectivity:Subordinate"
1106,Het is het enige stukje echte natuur in Nederland.,Syntax:Declarative
1107,Gelukkig beschermt de overheid de kust in Nederland goed.,Syntax:Declarative
1108,Het is niet toegestaan om daar zomaar hotels of huizen te bouwen.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Verb:Cluster:Om-Te, Modality:Negation:Niet"
1109,Dit is in mijn geboorteland wel zo.,"Syntax:Declarative, Verb:Tense:Perfectum, Modality:Particle:Wel"
1110,Het resultaat is ontzettend lelijk.,"Syntax:Declarative, Verb:Tense:Perfectum"
1111,Overal langs de kust staan hoge flats en hotels voor rijke toeristen.,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
1112,De natuur is daar verdwenen en komt niet meer terug.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Verb:Tense:Perfectum, Modality:Negation:Niet"
1113,Je hebt me overtuigd Björn en Mario wonen samen.,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
1114,Ze praten over huisdieren.,Syntax:Declarative
1115,"Björn O kijk nou, wat schattig.","Syntax:Declarative, Modality:Particle:Nou"
1116,"Hier, vier kleine poesjes.",Syntax:Declarative
1117,Ze zijn vorige maand geboren.,"Syntax:Declarative, Verb:Tense:Perfectum"
1118,We kunnen ze gratis ophalen.,"Syntax:Declarative, Verb:Cluster:Auxiliary/Modal"
1119,Welke vind jij het leukst?,Syntax:Interrogative
1120,"Ik wil deze denk ik, met die blauwe oogjes.","Syntax:Declarative, Verb:Cluster:Auxiliary/Modal"
1121,"Mario Hm, ik weet het niet hoor.","Syntax:Declarative, Modality:Particle:Hoor, Modality:Negation:Niet"
1122,Willen we echt een kat?,"Syntax:Interrogative, Verb:Cluster:Auxiliary/Modal"
1123,"Björn Ja, dat hebben we toch afgesproken?","Syntax:Interrogative, Syntax:Connectivity:Subordinate, Modality:Particle:Toch"
1124,"In ons nieuwe huis nemen we een huisdier, heb je gezegd.","Syntax:Declarative, Verb:Tense:Perfectum"
1125,"Nou, we zijn vorig jaar verhuisd en we zitten hier nog steeds met z'n tweeën.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Verb:Tense:Perfectum, Modality:Particle:Nou"
1126,"Mario Ja, dat weet ik.","Syntax:Declarative, Syntax:Connectivity:Subordinate"
1127,Maar ik wil liever geen kat.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Verb:Cluster:Auxiliary/Modal, Modality:Particle:Maar, Modality:Negation:Geen"
1128,"We kunnen toch ook een hond nemen, of een konijn of vissen?","Syntax:Interrogative, Syntax:Connectivity:Coordinate, Verb:Cluster:Auxiliary/Modal, Modality:Particle:Toch"
1129,"Björn Nee, katten zijn hartstikke lieve dieren.",Syntax:Declarative
1130,Je kunt ze aaien en knuffelen.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Verb:Cluster:Auxiliary/Modal"
1131,"Ze zijn zacht en schoon, maar je hoeft ze niet de hele dag te verzorgen.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Verb:Tense:Perfectum, Verb:Cluster:Te-Infinitive, Modality:Particle:Maar, Modality:Negation:Niet"
1132,Je geeft ze twee keer per dag eten en je bent klaar.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Verb:Tense:Perfectum"
1133,Een hond heeft alleen maar nadelen.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Modality:Particle:Maar"
1134,Je moet hem een paar keer per dag uitlaten.,"Syntax:Declarative, Verb:Cluster:Auxiliary/Modal"
1135,We hebben daar helemaal geen tijd voor.,"Syntax:Declarative, Modality:Negation:Geen"
1136,Bovendien is ons appartement te klein voor een hond.,Syntax:Declarative
1137,Zo'n beest heeft hier toch geen ruimte.,"Syntax:Declarative, Verb:Tense:Perfectum, Modality:Particle:Toch, Modality:Negation:Geen"
1138,Dat vind ik zielig.,"Syntax:Declarative, Syntax:Connectivity:Subordinate"
1139,"Mario Hm hm, maar honden zijn wel heel sociale dieren.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Modality:Particle:Maar, Modality:Particle:Wel"
1140,Ze zijn blij als je thuiskomt.,"Syntax:Declarative, Syntax:Connectivity:Subordinate"
1141,En ze luisteren naar je.,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
1142,Je kunt ze trainen en met ze spelen.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Verb:Cluster:Auxiliary/Modal"
1143,En met een hond maak je contacten in de buurt.,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
1144,"Als je je hond uitlaat, maak je veel sneller een praatje met mensen uit de buurt.","Syntax:Declarative, Syntax:Connectivity:Subordinate"
1145,En we kennen hier nog helemaal niemand.,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
1146,"Björn Ja, maar een hond blaft ook de hele dag als we niet thuis zijn.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Syntax:Connectivity:Subordinate, Modality:Particle:Maar, Modality:Negation:Niet"
1147,Die kan niet goed alleen zijn.,"Syntax:Declarative, Verb:Cluster:Auxiliary/Modal, Modality:Negation:Niet"
1148,"Nee, een hond past echt niet bij ons.","Syntax:Declarative, Modality:Negation:Niet"
1149,"Mario Oké, geen hond.","Syntax:Declarative, Modality:Negation:Geen"
1150,Maar een vogel dan?,"Syntax:Interrogative, Syntax:Connectivity:Coordinate, Modality:Particle:Maar"
1151,Dat is toch ook leuk?,"Syntax:Interrogative, Syntax:Connectivity:Subordinate, Modality:Particle:Toch"
1152,Of vissen?,"Syntax:Interrogative, Syntax:Connectivity:Coordinate"
1153,Die ruik je niet en ze maken geen rommel.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Modality:Negation:Niet, Modality:Negation:Geen"
1154,Björn Die zijn toch niet geschikt als huisdier?,"Syntax:Interrogative, Syntax:Connectivity:Subordinate, Verb:Tense:Perfectum, Modality:Particle:Toch, Modality:Negation:Niet"
1155,Een vis of een vogel komt toch niet naast je op de bank zitten?,"Syntax:Interrogative, Syntax:Connectivity:Coordinate, Modality:Particle:Toch, Modality:Negation:Niet"
1156,Dat zijn zulke ongezellige dieren.,"Syntax:Declarative, Syntax:Connectivity:Subordinate"
1157,"Nee, ik wil echt een poes.","Syntax:Declarative, Verb:Cluster:Auxiliary/Modal"
1158,"We kunnen toch gewoon een keer gaan kijken bij die kleine poesjes, voordat we iets besluiten?","Syntax:Interrogative, Verb:Cluster:Auxiliary/Modal, Modality:Particle:Toch"
1159,"Mario Oké, oké.",Syntax:Declarative
1160,Je hebt me overtuigd.,Syntax:Declarative
1161,Maak maar een afspraak.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Modality:Particle:Maar"
1162,Voor welk doel gebruiken mensen sociale media?,Syntax:Interrogative
1163,Sociale media zijn bij de hele Nederlandse bevolking populair.,Syntax:Declarative
1164,"Jongeren, mensen van middelbare leeftijd en ouderen gebruiken sociale media.","Syntax:Declarative, Syntax:Connectivity:Coordinate"
1165,Dat doen ze vooral om contact te maken.,"Syntax:Declarative, Syntax:Connectivity:Subordinate, Verb:Cluster:Om-Te"
1166,Zestig procent van de gebruikers heeft dankzij sociale media meer contact met vrienden en familie.,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
1167,Daarnaast gebruiken ze sociale media om nieuws te volgen.,"Syntax:Declarative, Verb:Cluster:Om-Te"
1168,Of ze doen dat om tweedehands spullen en koopjes te zoeken.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Syntax:Connectivity:Subordinate, Verb:Cluster:Om-Te"
1169,"Een deel van de gebruikers zoekt op sociale media naar evenementen, zoals concerten, festivals of speciale feestdagen.","Syntax:Declarative, Syntax:Connectivity:Coordinate"
1170,Tot slot willen mensen via sociale media volgen wat andere mensen doen.,"Syntax:Declarative, Verb:Cluster:Auxiliary/Modal"
1171,Hoeveel tijd besteden gebruikers aan sociale media?,Syntax:Interrogative
1172,De meeste gebruikers besteden minder dan een uur per dag aan sociale media.,Syntax:Declarative
1173,Het valt echter op dat jongeren tussen de 18 en 25 jaar veel vaker op sociale media zitten.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Syntax:Connectivity:Subordinate"
1174,De helft van hen besteedt één tot drie uur per dag aan sociale media.,Syntax:Declarative
1175,Voor een kwart is dit drie tot vijf uur.,Syntax:Declarative
1176,Een kleine groep van tien procent besteedt zelfs zo'n tien uur per dag aan sociale media.,Syntax:Declarative
1177,Ouderen op sociale media Er is ook een toename van het aantal ouderen op sociale media. 65 procent van de ouderen tussen de 65 en 75 jaar zit op sociale media.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Syntax:InfoStructure:Er-Presentative"
1178,Dat is meer dan een aantal jaar geleden.,"Syntax:Declarative, Syntax:Connectivity:Subordinate, Verb:Tense:Perfectum"
1179,Er zitten meer ouderen op sociale media omdat ze handiger met hun smartphone of computer zijn geworden.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Syntax:Connectivity:Subordinate, Syntax:InfoStructure:Er-Presentative, Verb:Tense:Perfectum"
1180,Ze communiceren via sociale media met hun kleinkinderen en andere familieleden of kennissen.,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
1181,Wat plaatsen gebruikers?,Syntax:Interrogative
1182,"De meeste gebruikers delen foto's van belangrijke gebeurtenissen, zoals een huwelijk of een diploma-uitreiking.","Syntax:Declarative, Syntax:Connectivity:Coordinate"
1183,"Ze plaatsen slechts een paar keer per jaar een bericht, foto of filmpje op hun profiel.","Syntax:Declarative, Syntax:Connectivity:Coordinate"
1184,Een klein deel van de gebruikers plaatst bijna iedere dag iets.,Syntax:Declarative
1185,Dit zijn vooral jongeren.,Syntax:Declarative
1186,"Zij delen ook foto's van dagelijkse activiteiten, zoals een bezoek aan de sportschool, een restaurant of een feestje.","Syntax:Declarative, Syntax:Connectivity:Coordinate"
1187,Wat zijn de nadelen?,Syntax:Interrogative
1188,"Het gebruik van sociale media heeft een aantal risico's, vooral bij jongeren.",Syntax:Declarative
1189,Uit onderzoek blijkt dat steeds meer jongeren aan sociale media verslaafd zijn.,"Syntax:Declarative, Syntax:Connectivity:Subordinate, Verb:Tense:Perfectum"
1190,Via hun smartphone zijn ze eigenlijk constant met sociale media bezig.,Syntax:Declarative
1191,Deze jongeren krijgen stress als ze hun berichten niet kunnen lezen.,"Syntax:Declarative, Syntax:Connectivity:Subordinate, Verb:Cluster:Auxiliary/Modal, Modality:Negation:Niet"
1192,Ze kunnen ook slaapproblemen krijgen.,"Syntax:Declarative, Verb:Cluster:Auxiliary/Modal"
1193,En ze halen soms slechtere studieresultaten.,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
1194,Kritische gebruikers noemen nog meer nadelen.,Syntax:Declarative
1195,Ze vinden het eigenlijk zonde van hun tijd om sociale media te gebruiken.,"Syntax:Declarative, Verb:Cluster:Om-Te"
1196,Ook vinden ze de advertenties via sociale media irritant.,Syntax:Declarative
1197,Daarnaast zijn ze bezorgd over hun privacy.,"Syntax:Declarative, Verb:Tense:Perfectum"
1198,Ik heb geen tv Abel en Rhana hebben een date.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Modality:Negation:Geen"
1199,Rhana gaat bij Abel eten.,Syntax:Declarative
1200,"Abel Zo, het eten is klaar hoor.","Syntax:Declarative, Modality:Particle:Hoor"
1201,Ik heb vegetarische pasta gemaakt.,"Syntax:Declarative, Verb:Tense:Perfectum"
1202,Ik hoop dat het lekker is.,"Syntax:Declarative, Syntax:Connectivity:Subordinate"
1203,"Rhana O, nou dat ziet er lekker uit.","Syntax:Declarative, Syntax:Connectivity:Subordinate, Pronoun:Quantitative/Locative-Er, Modality:Particle:Nou"
1204,"Abel Uh ja, ik eet eigenlijk altijd op de bank.",Syntax:Declarative
1205,Vind je dat oké?,"Syntax:Interrogative, Syntax:WordOrder:V1-Inversion, Syntax:Connectivity:Subordinate"
1206,"Rhana Ja, dat is prima.","Syntax:Declarative, Syntax:Connectivity:Subordinate"
1207,Gezellig.,Syntax:Declarative
1208,"Abel Zullen we iets kijken, een serie ofzo?","Syntax:Interrogative, Verb:Cluster:Auxiliary/Modal"
1209,"Rhana Ja, leuk.",Syntax:Declarative
1210,Abel Waar hou je van?,Syntax:Interrogative
1211,"Rhana Nou, ik kijk meestal naar het journaal.","Syntax:Declarative, Modality:Particle:Nou"
1212,"Het is bijna acht uur, dus het begint zo.","Syntax:Declarative, Verb:Tense:Perfectum"
1213,Abel Oké...,Syntax:Declarative
1214,"Ik dacht meer aan iets spannends, met actie.",Syntax:Declarative
1215,Ik volg nu een serie.,Syntax:Declarative
1216,Murder's Mansion is de titel.,Syntax:Declarative
1217,Ken je die?,Syntax:Interrogative
1218,Die is echt súpergoed.,Syntax:Declarative
1219,Die moet je absoluut zien.,"Syntax:Declarative, Verb:Cluster:Auxiliary/Modal"
1220,Rhana Nee die ken ik niet.,"Syntax:Declarative, Modality:Negation:Niet"
1221,Waar gaat het over?,Syntax:Interrogative
1222,"Abel Ja, het is een thriller over dode mensen die weer gaan leven.","Syntax:Declarative, Verb:Cluster:Auxiliary/Modal"
1223,Met super veel bloed en actie.,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
1224,Het is echt heel tof om te kijken.,"Syntax:Declarative, Verb:Cluster:Te-Infinitive"
1225,"Rhana Oké, maar zullen we misschien iets gezelligs kijken?","Syntax:Interrogative, Syntax:Connectivity:Coordinate, Verb:Cluster:Auxiliary/Modal, Modality:Particle:Maar"
1226,Ik hou niet zo van series met bloed tijdens het eten.,"Syntax:Declarative, Modality:Negation:Niet"
1227,"Abel Ja, sorry.",Syntax:Declarative
1228,Je hebt gelijk.,Syntax:Declarative
1229,Waarvan hou jij dan?,Syntax:Interrogative
1230,Wat kijk jij meestal?,Syntax:Interrogative
1231,Rhana Ik kijk eigenlijk niet zo veel tv.,"Syntax:Declarative, Modality:Negation:Niet"
1232,Ik heb ook geen tv.,"Syntax:Declarative, Modality:Negation:Geen"
1233,Soms kijk ik online wat programma's terug die ik heb gemist.,"Syntax:Declarative, Verb:Tense:Perfectum"
1234,"Meestal kijk ik het journaal, een talkshow, of een documentaire.","Syntax:Declarative, Syntax:Connectivity:Coordinate"
1235,Een quiz vind ik soms ook wel leuk.,"Syntax:Declarative, Modality:Particle:Wel"
1236,"Maar ik kijk eigenlijk vooral programma's van de NPO, niet van andere zenders.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Modality:Particle:Maar, Modality:Negation:Niet"
1237,"En ik heb ook geen abonnement of zo, om series te kijken.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Verb:Cluster:Om-Te, Modality:Negation:Geen"
1238,"Abel Oké, maar kijk je dan ook nooit een film?","Syntax:Interrogative, Syntax:Connectivity:Coordinate, Modality:Particle:Maar"
1239,"Rhana Ja, soms wel in de bioscoop.","Syntax:Declarative, Modality:Particle:Wel"
1240,Abel Maar je kijkt geen series?,"Syntax:Interrogative, Syntax:Connectivity:Coordinate, Modality:Particle:Maar, Modality:Negation:Geen"
1241,"Er zijn echt zó veel goede series, echt allerlei verschillende soorten.","Syntax:Declarative, Syntax:InfoStructure:Er-Presentative"
1242,"Er zijn series over politiek, drama, comedy's, misdaadseries, romantische series, soapseries, echt gebeurde verhalen.","Syntax:Declarative, Syntax:InfoStructure:Er-Presentative, Verb:Tense:Perfectum"
1243,Van alles.,Syntax:Declarative
1244,Dat doe ik echt het liefst in het weekend: alleen op de bank hangen en series kijken.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Syntax:Connectivity:Subordinate"
1245,Dan kijk ik vaak vier of vijf afleveringen achter elkaar.,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
1246,Dat vind ik ideaal voor zondagmiddag.,"Syntax:Declarative, Syntax:Connectivity:Subordinate"
1247,"Rhana Hm, waarom vind je dat zo leuk?","Syntax:Interrogative, Syntax:Connectivity:Subordinate"
1248,"Ik bedoel, het lijkt me wel leuk hoor.","Syntax:Declarative, Modality:Particle:Hoor, Modality:Particle:Wel"
1249,"Maar het is niet echt actief ofzo, of sociaal.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Modality:Particle:Maar, Modality:Negation:Niet"
1250,Ik vind het een beetje zonde van mijn tijd om de hele dag series te kijken.,"Syntax:Declarative, Verb:Cluster:Om-Te"
1251,"Abel Nee, maar die series zijn gewoon superspannend.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Modality:Particle:Maar"
1252,Ze zijn echt verslavend.,"Syntax:Declarative, Verb:Tense:Perfectum"
1253,"En je hoeft even helemaal aan niets te denken, alleen maar te kijken.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Verb:Cluster:Te-Infinitive, Modality:Particle:Maar, Modality:Particle:Even"
1254,Echt ontspannen vind ik dat.,"Syntax:Declarative, Syntax:Connectivity:Subordinate"
1255,Dan heb ik echt even rust.,"Syntax:Declarative, Modality:Particle:Even"
1256,Maar wat doe jij dan als je vrij bent?,"Syntax:Interrogative, Syntax:Connectivity:Coordinate, Syntax:Connectivity:Subordinate, Verb:Tense:Perfectum, Modality:Particle:Maar"
1257,"Rhana O, in het weekend ga ik meestal sporten.",Syntax:Declarative
1258,Of ik drink koffie met vriendinnen of ik ga gewoon even de stad in.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Modality:Particle:Even"
1259,"Abel Ja, ja... dat is ook leuk natuurlijk.","Syntax:Declarative, Syntax:Connectivity:Subordinate"
1260,"Maar goed, zullen we dan het journaal kijken?","Syntax:Interrogative, Syntax:Connectivity:Coordinate, Verb:Cluster:Auxiliary/Modal, Modality:Particle:Maar"
1261,Er is trouwens ook voetbal op tv...,"Syntax:Declarative, Syntax:InfoStructure:Er-Presentative"
1262,"Rhana O, sport vind ik wel leuk.","Syntax:Declarative, Modality:Particle:Wel"
1263,Ajax-PSV toch vanavond?,"Syntax:Interrogative, Modality:Particle:Toch"
1264,Ik ben benieuwd wie er gaat winnen.,"Syntax:Declarative, Verb:Tense:Perfectum, Pronoun:Quantitative/Locative-Er"
1265,"Abel Oké, gezellig.",Syntax:Declarative
