id,sentence,tags
134,Dat lijkt me heerlijk Julie belt haar vriendin Petra.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | PRONOUN.1sg | PRONOUN.3sg-fem | SYNTAX.Subordinate-clause | DISCOURSE.Evaluative-stance | TOPIC.Daily-life | TOPIC.Relationships-family
135,Julie en Petra hebben allebei kinderen.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | CONNECTOR.en-additive | TOPIC.Relationships-family
136,"De vriend van Petra, Hans, is ook thuis.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | VERB.Separable-verb | NP.Noun-compound | TOPIC.Daily-life | TOPIC.Relationships-family
137,Petra Hé Julie.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens
138,"Julie Hoi, hoe is het?",SENTENCE_TYPE.Wh-question | TENSE.Presens | ARTICLE.Het
139,Petra Goed hoor.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | PARTICLE.hoor
140,Bij jullie?,SENTENCE_TYPE.Yes-no-question | TENSE.Presens | PRONOUN.2pl
141,"Julie Ja, prima.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | DISCOURSE.Backchannel-opener
142,"Hé, ga je vanmiddag mee zwemmen, in dat nieuwe zwembad?",SENTENCE_TYPE.Yes-no-question | TENSE.Futurum-gaan | VERBCLUSTER.gaan-inf | NP.Noun-compound | PRONOUN.2sg-informal | SYNTAX.Subordinate-clause | DISCOURSE.Informal-register | TOPIC.Travel-leisure
143,Ze hebben een speciale middag voor ouders en kinderen.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | NP.Noun-compound | CONNECTOR.en-additive | TOPIC.Relationships-family
144,Dus wij kunnen ook mee.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | MODAL.kunnen | VERB.Separable-verb | PRONOUN.1pl | MODALITY.Epistemic-kan
145,"Petra Hm, nou, dat lijkt me wel leuk, maar dat gaat niet.",SENTENCE_TYPE.Negative-declarative | TENSE.Presens | NP.Demonstrative | PRONOUN.1sg | PRONOUN.Relative-clause | PARTICLE.maar | PARTICLE.nou | PARTICLE.wel | NEGATION.niet | SYNTAX.Subordinate-clause | CONNECTOR.maar-adversative | DISCOURSE.Backchannel-opener
146,Ik moet Joris vanmiddag naar hockeytraining brengen.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | MODAL.moeten | VERBCLUSTER.modal-inf | NP.Noun-compound | MODALITY.Deontic-obligation
147,Julie O jammer.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | DISCOURSE.Evaluative-stance
148,"Ik ga sowieso, want ze hebben voor volwassenen ook een sauna.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Futurum-gaan | VERBCLUSTER.gaan-inf | PRONOUN.3sg-fem | PRONOUN.3pl | PARTICLE.sowieso | CONNECTOR.want-causal
149,"Petra O, dat lijkt me heerlijk ...",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | NP.Demonstrative | PRONOUN.1sg | SYNTAX.Subordinate-clause | DISCOURSE.Backchannel-opener | DISCOURSE.Evaluative-stance
150,Julie Kan Hans Joris niet naar hockey brengen?,SENTENCE_TYPE.Yes-no-question | TENSE.Presens | NEGATION.niet
151,"Petra Hm ja, wie weet, wacht, ik vraag het even.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.Het | PRONOUN.1sg | PARTICLE.even | DISCOURSE.Backchannel-opener
152,Hans Ja.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens
153,Petra Hans Petra Kun jij Joris vanmiddag naar het hockeyveld brengen?,SENTENCE_TYPE.Yes-no-question | TENSE.Presens | ARTICLE.Het | NP.Noun-compound | PRONOUN.2sg-informal | DISCOURSE.Informal-register
154,Hoe laat?,SENTENCE_TYPE.Yes-no-question | TENSE.Presens
155,Om twee uur.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens
156,"Hans Hm, dat is lastig.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | NP.Demonstrative | PRONOUN.Relative-clause | SYNTAX.Subordinate-clause | DISCOURSE.Backchannel-opener
157,Ik heb met Sjoerd afgesproken.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | VERB.Separable-verb
158,"We gaan hardlopen, omdat we volgende week die wedstrijd hebben.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Futurum-gaan | NP.Demonstrative | PRONOUN.1pl | PRONOUN.Relative-clause | SYNTAX.Subordinate-clause | CONNECTOR.omdat-causal
159,Weet je nog?,SENTENCE_TYPE.Yes-no-question | TENSE.Presens | PRONOUN.2sg-informal | PARTICLE.nog | DISCOURSE.Informal-register
160,We moeten trainen.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | MODAL.moeten | MODALITY.Deontic-obligation
161,"Petra O ja, dat is volgende week al.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | NP.Demonstrative | PRONOUN.Relative-clause | PARTICLE.al | SYNTAX.Subordinate-clause
162,Julie Julie?,SENTENCE_TYPE.Yes-no-question | TENSE.Presens
163,"Petra Ja, dat gaat dus niet.",SENTENCE_TYPE.Negative-declarative | TENSE.Presens | NP.Demonstrative | PRONOUN.Relative-clause | NEGATION.niet | SYNTAX.Subordinate-clause | CONNECTOR.dus-consecutive | DISCOURSE.Backchannel-opener
164,Hans moet voor een hardloopwedstrijd trainen.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | MODAL.moeten | VERBCLUSTER.modal-inf | MODALITY.Deontic-obligation
165,"Julie Nou ja, niks aan te doen.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | VERBCLUSTER.te-inf | DISCOURSE.Backchannel-opener
166,Ga je dit weekend nog wel iets leuks doen?,SENTENCE_TYPE.Yes-no-question | TENSE.Presens | PRONOUN.2sg-informal | PRONOUN.Indefinite | PARTICLE.nog | DISCOURSE.Informal-register | TOPIC.Daily-life
167,"Petra Nou, naar de hockey dus.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.De | PARTICLE.nou | CONNECTOR.dus-consecutive | DISCOURSE.Backchannel-opener
168,Ik denk dat ik daarna gelijk boodschappen voor mijn vader doe.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | NP.Demonstrative | PRONOUN.1sg | SYNTAX.Subordinate-clause | CONNECTOR.Temporal-sequence | TOPIC.Daily-life | TOPIC.Relationships-family
169,Misschien ga ik met hem ook nog een stukje op het strand wandelen.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Futurum-gaan | VERBCLUSTER.gaan-inf | ARTICLE.Het | NP.Diminutive | PRONOUN.1sg | PRONOUN.3sg-masc | PARTICLE.nog | TOPIC.Nature-environment | TOPIC.Travel-leisure
170,"Julie Goh, heb jij wel een beetje tijd voor jezelf, af en toe?",SENTENCE_TYPE.Yes-no-question | TENSE.Presens | VERB.Reflexive | NP.Diminutive | PRONOUN.2sg-informal | DEGREE.Downtoner | CONNECTOR.en-additive | INFSTR.Contrastive-focus | DISCOURSE.Informal-register | DISCOURSE.Backchannel-opener
171,"Petra Ach, voorlopig niet zoveel denk ik.",SENTENCE_TYPE.Negative-declarative | TENSE.Presens | PRONOUN.1sg | NEGATION.niet | DISCOURSE.Backchannel-opener
172,"De kinderen hebben zoveel activiteiten, we moeten ze overal naartoe brengen en weer ophalen.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | MODAL.moeten | VERBCLUSTER.modal-inf | VERB.Separable-verb | PRONOUN.3sg-fem | PRONOUN.1pl | PRONOUN.3pl | MODALITY.Deontic-obligation | CONNECTOR.en-additive | TOPIC.Nature-environment | TOPIC.Relationships-family
173,"Dus ja, ik heb pas meer vrije tijd als de kinderen ouder zijn.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.De | NP.Diminutive | NP.Adjective-comparative | PRONOUN.1sg | PRONOUN.3sg-masc | SYNTAX.Subordinate-clause | CONNECTOR.als-conditional | DISCOURSE.Backchannel-opener | TOPIC.Daily-life | TOPIC.Relationships-family
174,Onze agenda's zitten behoorlijk vol.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | VERB.Separable-verb | DEGREE.Moderate-intensifier | TOPIC.Daily-life
175,Julie Dat hoor ik.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | PRONOUN.1sg | PARTICLE.hoor | SYNTAX.Subordinate-clause
176,"Nou, een fijn weekend dan.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | PARTICLE.nou | DISCOURSE.Backchannel-opener | DISCOURSE.Evaluative-stance | TOPIC.Daily-life
177,Laten we binnenkort samen iets gaan drinken.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Futurum-gaan | PRONOUN.1pl | PRONOUN.Indefinite | TOPIC.Daily-life
178,"Petra Ja leuk, veel plezier in het zwembad vanmiddag.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.Het | NP.Noun-compound
179,"Julie Dank je, doei.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | PRONOUN.2sg-informal | DISCOURSE.Informal-register
180,"Petra Doei, tot snel.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens
181,Wanneer bent u vrij en wanneer is de school van uw kinderen dicht?,SENTENCE_TYPE.Wh-question | TENSE.Presens | VERB.Separable-verb | ARTICLE.De | PRONOUN.2sg-formal-u | DEGREE.Moderate-intensifier | SYNTAX.Subordinate-clause | CONNECTOR.als-conditional | CONNECTOR.en-additive | DISCOURSE.Formal-register-u | TOPIC.Education | TOPIC.Relationships-family
182,Hier leest u alles over vrije dagen in Nederland.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | NP.Diminutive | NP.Noun-compound | PRONOUN.2sg-formal-u | PRONOUN.Indefinite
183,Feestdagen Nederland heeft niet zoveel officiële vrije dagen als de meeste andere Europese landen.,SENTENCE_TYPE.Negative-declarative | TENSE.Presens | ARTICLE.De | NP.Diminutive | NEGATION.niet | SYNTAX.Subordinate-clause | CONNECTOR.als-conditional
184,"Op de christelijke feestdagen Kerstmis, Pasen, Hemelvaart en Pinksteren zijn de meeste mensen vrij.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.De | PRONOUN.3sg-masc | DEGREE.Moderate-intensifier | CONNECTOR.en-additive
185,Scholen hebben dan vakantie en de meeste bedrijven en kantoren zijn dicht.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | VERB.Separable-verb | ARTICLE.De | PRONOUN.3sg-masc | CONNECTOR.en-additive | TOPIC.Travel-leisure
186,Dat geldt ook voor 1 januari.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | SYNTAX.Subordinate-clause
187,"Kerstmis is ieder jaar op dezelfde datum, op 25 en 26 december.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | CONNECTOR.en-additive
188,"De andere feestdagen vallen ieder jaar op een andere datum, in het voorjaar.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.Het | NP.Noun-compound
189,Koningsdag en 4 en 5 mei Behalve de christelijke feestdagen heeft Nederland nog één officiële vrije dag: Koningsdag.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.De | NP.Diminutive | NP.Noun-compound | PARTICLE.nog | CONNECTOR.en-additive
190,Dat is ieder jaar op 27 april: de verjaardag van koning Willem-Alexander.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.De | NP.Noun-compound | SYNTAX.Subordinate-clause
191,Koningsdag kent veel tradities.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens
192,Veel plaatsen hebben een markt en optredens met muziek en mensen dragen oranje kleding. 4 en 5 mei zijn ook speciale dagen.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | NP.Diminutive | PRONOUN.3sg-masc | CONNECTOR.en-additive | TOPIC.Media-entertainment | TOPIC.Daily-life
193,Dan herdenken veel Nederlanders het einde van de Tweede Wereldoorlog in 1945.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.De | ARTICLE.Het
194,"Op 4 mei is iedereen om 20.00 uur twee minuten stil, uit respect voor de slachtoffers.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.De | PRONOUN.Indefinite
195,Op 5 mei vieren ze dat de oorlog is afgelopen.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.De | NP.Demonstrative | PRONOUN.3sg-fem | PRONOUN.3pl | PRONOUN.Relative-clause | SYNTAX.Subordinate-clause
196,"In veel steden zijn dan feesten. 5 mei is één keer in de vijf jaar ook een officiële vrije dag, bijvoorbeeld in 2020, 2025, enzovoorts.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.De | NP.Diminutive | PRONOUN.3sg-masc
197,"Vakanties Scholieren hebben in Nederland vijf keer per jaar vakantie: in de herfst, met kerst en oud en nieuw, in het voorjaar, in mei en in de zomer.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.De | ARTICLE.Het | NP.Noun-compound | CONNECTOR.en-additive | TOPIC.Nature-environment | TOPIC.Travel-leisure
198,De data van de vakanties zijn ieder jaar anders.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.De | PRONOUN.3sg-masc
199,Ze verschillen soms ook per regio.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens
200,"Het zuiden, noorden en midden van Nederland hebben niet altijd tegelijk vakantie.",SENTENCE_TYPE.Negative-declarative | TENSE.Presens | NP.Noun-compound | NEGATION.niet | CONNECTOR.en-additive | TOPIC.Travel-leisure
201,Jade Mijn zus heeft twee kinderen.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | TOPIC.Relationships-family
202,"Op vrijdagavond wil ze met haar vriend uitgaan, maar ze heeft geen oppas.",SENTENCE_TYPE.Negative-declarative | TENSE.Presens | MODAL.willen | VERBCLUSTER.modal-inf | VERB.Separable-verb | NP.Noun-compound | PRONOUN.3sg-fem | PRONOUN.3pl | PARTICLE.maar | NEGATION.geen | CONNECTOR.maar-adversative | TOPIC.Daily-life | TOPIC.Relationships-family
203,Nu heeft ze mij gevraagd.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Perfectum | PRONOUN.1sg | PRONOUN.3sg-fem | PRONOUN.3pl
204,"Ik ben dol op mijn neefje en nichtje, maar ik heb al andere plannen op vrijdag.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | NP.Diminutive | NP.Noun-compound | PRONOUN.1sg | PARTICLE.maar | PARTICLE.al | CONNECTOR.en-additive | CONNECTOR.maar-adversative
205,"Ik wil dus eigenlijk 'nee' zeggen, maar ik durf het niet.",SENTENCE_TYPE.Negative-declarative | TENSE.Presens | MODAL.willen | VERBCLUSTER.modal-inf | ARTICLE.Het | PRONOUN.1sg | PARTICLE.maar | PARTICLE.eigenlijk | NEGATION.niet | CONNECTOR.maar-adversative | CONNECTOR.dus-consecutive
206,Mijn zus wordt namelijk nogal snel kwaad.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | PARTICLE.namelijk | DEGREE.Moderate-intensifier | TOPIC.Relationships-family
207,Ze vindt dat je je familie altijd moet helpen.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | MODAL.moeten | NP.Demonstrative | NP.Noun-compound | PRONOUN.2sg-informal | PRONOUN.Relative-clause | MODALITY.Deontic-obligation | SYNTAX.Subordinate-clause | DISCOURSE.Informal-register | TOPIC.Relationships-family
208,Is dat zo?,SENTENCE_TYPE.Yes-no-question | TENSE.Presens | SYNTAX.Subordinate-clause
209,Mag ik geen 'nee' tegen mijn familie zeggen?,SENTENCE_TYPE.Yes-no-question | TENSE.Presens | PRONOUN.1sg | NEGATION.geen | TOPIC.Relationships-family
210,Kunnen jullie even reageren?,SENTENCE_TYPE.Yes-no-question | TENSE.Presens | PRONOUN.2pl | PARTICLE.even
211,"Ja, je zus heeft gelijk.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | PRONOUN.2sg-informal | DISCOURSE.Informal-register | DISCOURSE.Backchannel-opener | TOPIC.Relationships-family
212,Je moet niet zo egoïstisch doen.,SENTENCE_TYPE.Negative-declarative | TENSE.Presens | MODAL.moeten | VERBCLUSTER.modal-inf | NEGATION.niet | MODALITY.Deontic-obligation
213,Het is toch niet zoveel moeite?,SENTENCE_TYPE.Tag-question | TENSE.Presens | PARTICLE.toch | NEGATION.niet
214,Je kunt zelf op zaterdagavond nog iets leuks gaan doen.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Futurum-gaan | MODAL.kunnen | VERBCLUSTER.modal-inf | NP.Noun-compound | PRONOUN.Indefinite | PARTICLE.nog | MODALITY.Epistemic-kan
215,John Pff... je zus is zelf egoïstisch.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | PRONOUN.2sg-informal | DISCOURSE.Informal-register | DISCOURSE.Backchannel-opener | TOPIC.Relationships-family
216,Kan ze geen oppas betalen?,SENTENCE_TYPE.Yes-no-question | TENSE.Presens | PRONOUN.3sg-fem | PRONOUN.3pl | NEGATION.geen | TOPIC.Finance-admin | TOPIC.Relationships-family
217,"Je moet het niet doen, als je geen zin hebt.",SENTENCE_TYPE.Negative-declarative | TENSE.Perfectum | MODAL.moeten | VERBCLUSTER.modal-inf | ARTICLE.Het | PRONOUN.2sg-informal | NEGATION.niet | NEGATION.geen | MODALITY.Deontic-obligation | SYNTAX.Subordinate-clause | CONNECTOR.als-conditional | DISCOURSE.Informal-register
218,"Het is het gezin van je zus en je zwager, dus het is ook hun probleem.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Perfectum | ARTICLE.Het | PRONOUN.2sg-informal | PRONOUN.3pl | CONNECTOR.en-additive | CONNECTOR.dus-consecutive | DISCOURSE.Informal-register | TOPIC.Relationships-family
219,Doen zij wel eens iets voor jou?,SENTENCE_TYPE.Yes-no-question | TENSE.Presens | PRONOUN.2sg-informal | PRONOUN.3sg-fem | PRONOUN.Indefinite | PARTICLE.eens | INFSTR.Contrastive-focus | DISCOURSE.Informal-register
220,"Simon Omar Een vriend van me heeft een hond, maar hij reist veel voor zijn werk.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | PRONOUN.1sg | PRONOUN.3sg-masc | PARTICLE.maar | CONNECTOR.maar-adversative | TOPIC.Daily-life | TOPIC.Work-career | TOPIC.Relationships-family
221,En dan is die hond een probleem natuurlijk.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | NP.Demonstrative | PARTICLE.natuurlijk | SYNTAX.Inversion-V2 | INFSTR.Topicalization-fronting | TOPIC.Daily-life
222,"Hij heeft me een maand geleden al een keer gevraagd: 'Mag mijn hond bij je logeren?' Ik heb toen gezegd: 'Sorry, ik kan niet, want ik ben dit weekend niet thuis'.",SENTENCE_TYPE.Negative-declarative | TENSE.Perfectum | MODAL.kunnen | MODAL.mogen | VERBCLUSTER.modal-inf | NP.Demonstrative | NP.Noun-compound | PRONOUN.1sg | PRONOUN.2sg-informal | PARTICLE.al | NEGATION.niet | MODALITY.Deontic-permission | MODALITY.Epistemic-kan | CONNECTOR.want-causal | DISCOURSE.Informal-register | TOPIC.Daily-life | TOPIC.Travel-leisure
223,Ik heb niet uitgelegd dat ik niet van honden hou.,SENTENCE_TYPE.Negative-declarative | TENSE.Presens | VERB.Separable-verb | NP.Demonstrative | PRONOUN.1sg | NEGATION.niet | SYNTAX.Subordinate-clause
224,Dat durf ik niet.,SENTENCE_TYPE.Negative-declarative | TENSE.Presens | PRONOUN.1sg | NEGATION.niet | SYNTAX.Subordinate-clause
225,Maar nu vraagt hij het weer!,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.Het | PRONOUN.3sg-masc | SYNTAX.Inversion-V2 | INFSTR.Topicalization-fronting | TOPIC.Nature-environment
226,Ik wil helemaal niet op zijn hond passen.,SENTENCE_TYPE.Negative-declarative | TENSE.Presens | MODAL.willen | VERBCLUSTER.modal-inf | PRONOUN.3sg-masc | NEGATION.niet | TOPIC.Daily-life
227,Bovendien heb ik niet genoeg ruimte in mijn huis.,SENTENCE_TYPE.Negative-declarative | TENSE.Presens | PRONOUN.1sg | DEGREE.genoeg-sufficiency | NEGATION.niet | TOPIC.Daily-life | TOPIC.Housing-living
228,Moet ik nu eerlijk zijn?,SENTENCE_TYPE.Yes-no-question | TENSE.Presens | PRONOUN.1sg | PRONOUN.3sg-masc
229,Of moet ik weer een excuus verzinnen?,SENTENCE_TYPE.Yes-no-question | TENSE.Presens | MODAL.moeten | VERBCLUSTER.modal-inf | PRONOUN.1sg | MODALITY.Deontic-obligation | TOPIC.Nature-environment
230,Hij is één van mijn beste vrienden en ik wil geen ruzie met hem.,SENTENCE_TYPE.Negative-declarative | TENSE.Perfectum | MODAL.willen | NP.Adjective-superlative | PRONOUN.1sg | PRONOUN.3sg-masc | NEGATION.geen | CONNECTOR.en-additive
231,"Zeg gewoon 'nee' tegen je vriend, maar leg je reactie wel uit.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | VERB.Separable-verb | PRONOUN.2sg-informal | PARTICLE.maar | PARTICLE.gewoon | PARTICLE.wel | CONNECTOR.maar-adversative | DISCOURSE.Informal-register | TOPIC.Relationships-family
232,Vertel hem dat je niet van honden houdt.,SENTENCE_TYPE.Negative-declarative | TENSE.Presens | NP.Demonstrative | PRONOUN.2sg-informal | PRONOUN.3sg-masc | NEGATION.niet | SYNTAX.Subordinate-clause | DISCOURSE.Informal-register
233,Dan vraagt hij je de volgende keer ook niet meer.,SENTENCE_TYPE.Negative-declarative | TENSE.Presens | ARTICLE.De | NP.Adjective-comparative | PRONOUN.2sg-informal | PRONOUN.3sg-masc | NEGATION.niet | DISCOURSE.Informal-register
234,"Sara Zeg nee, en bedenk gewoon een smoes.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | PARTICLE.gewoon | CONNECTOR.en-additive
